

MESSAGE: Pygame initialized for simulation.

RUN: run status: enemy: 5; fitness: 47.29803963399746; player life: 0; enemy life: 40.0; time: 814

RUN: run status: enemy: 5; fitness: 11.151994725423638; player life: 0; enemy life: 80.0; time: 942

RUN: run status: enemy: 5; fitness: 56.31789140255019; player life: 0; enemy life: 30.0; time: 798

RUN: run status: enemy: 5; fitness: 65.14459120139007; player life: 0; enemy life: 20.0; time: 949

RUN: run status: enemy: 5; fitness: 88.30829940258911; player life: 44.800000000000296; enemy life: 0; time: 479

RUN: run status: enemy: 5; fitness: 65.31289139213348; player life: 0; enemy life: 20.0; time: 802

RUN: run status: enemy: 5; fitness: 84.14429422482651; player life: 9.400000000000231; enemy life: 0; time: 894

RUN: run status: enemy: 5; fitness: 20.196494742391664; player life: 0; enemy life: 70.0; time: 901

RUN: run status: enemy: 5; fitness: 47.37063674656255; player life: 0; enemy life: 40.0; time: 757

RUN: run status: enemy: 5; fitness: 74.24539590051204; player life: 0; enemy life: 10.0; time: 858

RUN: run status: enemy: 5; fitness: 56.25124045250832; player life: 0; enemy life: 30.0; time: 853

RUN: run status: enemy: 5; fitness: 86.5785318236463; player life: 30.40000000000026; enemy life: 0; time: 640

RUN: run status: enemy: 5; fitness: 84.94186017623235; player life: 14.800000000000228; enemy life: 0; time: 691

RUN: run status: enemy: 5; fitness: 74.14459120139007; player life: 0; enemy life: 10.0; time: 949

RUN: run status: enemy: 5; fitness: 48.03224472101789; player life: 9.400000000000231; enemy life: 40.0; time: 1000

RUN: run status: enemy: 5; fitness: 85.44915772258146; player life: 21.40000000000024; enemy life: 0; time: 805

RUN: run status: enemy: 5; fitness: 85.83616755917882; player life: 25.60000000000025; enemy life: 0; time: 832

RUN: run status: enemy: 5; fitness: 75.03224472101789; player life: 9.400000000000231; enemy life: 10.0; time: 1000

RUN: run status: enemy: 5; fitness: 38.24190549557227; player life: 0; enemy life: 50.0; time: 861

RUN: run status: enemy: 5; fitness: 86.83586874329959; player life: 32.80000000000027; enemy life: 0; time: 629

RUN: run status: enemy: 5; fitness: 83.98098684561475; player life: 7.000000000000233; enemy life: 0; time: 828

RUN: run status: enemy: 5; fitness: 56.16159479915265; player life: 0; enemy life: 30.0; time: 933

RUN: run status: enemy: 5; fitness: 65.24889853106325; player life: 0; enemy life: 20.0; time: 855

RUN: run status: enemy: 5; fitness: 29.141434965208635; player life: 0; enemy life: 60.0; time: 952

RUN: run status: enemy: 5; fitness: 47.322916538752864; player life: 0; enemy life: 40.0; time: 794

RUN: run status: enemy: 5; fitness: 56.37063674656255; player life: 0; enemy life: 30.0; time: 757

RUN: run status: enemy: 5; fitness: 38.18765490582252; player life: 0; enemy life: 50.0; time: 909

RUN: run status: enemy: 5; fitness: 56.181075934724475; player life: 0; enemy life: 30.0; time: 915

RUN: run status: enemy: 5; fitness: 20.185457102740042; player life: 0; enemy life: 70.0; time: 911

RUN: run status: enemy: 5; fitness: 88.21544223743135; player life: 44.200000000000294; enemy life: 0; time: 495

RUN: run status: enemy: 5; fitness: 87.78166171665524; player life: 42.40000000000029; enemy life: 0; time: 638

RUN: run status: enemy: 5; fitness: 38.307916257493375; player life: 0; enemy life: 50.0; time: 806

RUN: run status: enemy: 5; fitness: 65.24889853106325; player life: 0; enemy life: 20.0; time: 855

RUN: run status: enemy: 5; fitness: 29.312891392133487; player life: 0; enemy life: 60.0; time: 802

RUN: run status: enemy: 5; fitness: 56.34455964963235; player life: 0; enemy life: 30.0; time: 777

RUN: run status: enemy: 5; fitness: 86.65051857958574; player life: 32.200000000000266; enemy life: 0; time: 713

RUN: run status: enemy: 5; fitness: 47.2054134191235; player life: 0; enemy life: 40.0; time: 893

RUN: run status: enemy: 5; fitness: 83.75020626248761; player life: 5.800000000000233; enemy life: 0; time: 925

RUN: run status: enemy: 5; fitness: 74.19224472101789; player life: 1.000000000000234; enemy life: 10.0; time: 1000

RUN: run status: enemy: 5; fitness: 83.71933632855173; player life: 5.800000000000233; enemy life: 0; time: 954

RUN: run status: enemy: 5; fitness: 74.22007809252774; player life: 0; enemy life: 10.0; time: 880

RUN: run status: enemy: 5; fitness: 38.20765557252919; player life: 0; enemy life: 50.0; time: 891

RUN: run status: enemy: 5; fitness: 83.60670203223238; player life: 2.8000000000002343; enemy life: 0; time: 791

RUN: run status: enemy: 5; fitness: 47.46041404438233; player life: 0; enemy life: 40.0; time: 692

RUN: run status: enemy: 5; fitness: 65.14775743094812; player life: 0; enemy life: 20.0; time: 946

RUN: run status: enemy: 5; fitness: 38.14881507250626; player life: 0; enemy life: 50.0; time: 945

RUN: run status: enemy: 5; fitness: 56.25594081368865; player life: 0; enemy life: 30.0; time: 849

RUN: run status: enemy: 5; fitness: 29.240744729336306; player life: 0; enemy life: 60.0; time: 862

RUN: run status: enemy: 5; fitness: 38.14881507250626; player life: 0; enemy life: 50.0; time: 945

RUN: run status: enemy: 5; fitness: 65.1393363285517; player life: 0; enemy life: 20.0; time: 954

RUN: run status: enemy: 5; fitness: 83.57881783025944; player life: 2.200000000000234; enemy life: 0; time: 766

RUN: run status: enemy: 5; fitness: 65.25358787142663; player life: 0; enemy life: 20.0; time: 851

RUN: run status: enemy: 5; fitness: 38.30667633173005; player life: 0; enemy life: 50.0; time: 807

RUN: run status: enemy: 5; fitness: 65.85224472101788; player life: 7.600000000000232; enemy life: 20.0; time: 1000

RUN: run status: enemy: 5; fitness: 65.37224472101789; player life: 2.8000000000002343; enemy life: 20.0; time: 1000

RUN: run status: enemy: 5; fitness: 38.37063674656255; player life: 0; enemy life: 50.0; time: 757

RUN: run status: enemy: 5; fitness: 86.78464310818937; player life: 33.40000000000027; enemy life: 0; time: 703

RUN: run status: enemy: 5; fitness: 65.2906956597417; player life: 0; enemy life: 20.0; time: 820

RUN: run status: enemy: 5; fitness: 38.316639054233725; player life: 0; enemy life: 50.0; time: 799

RUN: run status: enemy: 5; fitness: 84.62417677836518; player life: 13.00000000000023; enemy life: 0; time: 793

RUN: run status: enemy: 5; fitness: 87.55871032945964; player life: 40.600000000000286; enemy life: 0; time: 666

RUN: run status: enemy: 5; fitness: 83.34765490582255; player life: 1.6000000000002341; enemy life: 0; time: 909

RUN: run status: enemy: 5; fitness: 56.252413473170684; player life: 0; enemy life: 30.0; time: 852

RUN: run status: enemy: 5; fitness: 83.55838452352243; player life: 4.0000000000002345; enemy life: 0; time: 936

RUN: run status: enemy: 5; fitness: 74.26421998575768; player life: 0; enemy life: 10.0; time: 842

RUN: run status: enemy: 5; fitness: 84.32184750540407; player life: 10.60000000000023; enemy life: 0; time: 844

RUN: run status: enemy: 5; fitness: 85.2536094851523; player life: 19.000000000000234; enemy life: 0; time: 770

RUN: run status: enemy: 5; fitness: 86.2136094851523; player life: 28.600000000000257; enemy life: 0; time: 770

RUN: run status: enemy: 5; fitness: 85.60302763711034; player life: 20.80000000000024; enemy life: 0; time: 650

RUN: run status: enemy: 5; fitness: 87.08021295934417; player life: 35.800000000000274; enemy life: 0; time: 665

RUN: run status: enemy: 5; fitness: 29.85224472101789; player life: 7.600000000000232; enemy life: 60.0; time: 1000

RUN: run status: enemy: 5; fitness: 29.334316282217593; player life: 0; enemy life: 60.0; time: 785

RUN: run status: enemy: 5; fitness: 74.28704379932293; player life: 0; enemy life: 10.0; time: 823

RUN: run status: enemy: 5; fitness: 65.73224472101789; player life: 6.400000000000233; enemy life: 20.0; time: 1000

RUN: run status: enemy: 5; fitness: 38.416590777841236; player life: 0; enemy life: 50.0; time: 723

RUN: run status: enemy: 5; fitness: 47.37195862382047; player life: 0; enemy life: 40.0; time: 756

RUN: run status: enemy: 5; fitness: 38.113468357469486; player life: 0; enemy life: 50.0; time: 979

RUN: run status: enemy: 5; fitness: 74.25224472101789; player life: 1.6000000000002341; enemy life: 10.0; time: 1000

RUN: run status: enemy: 5; fitness: 47.186555400489105; player life: 0; enemy life: 40.0; time: 910

RUN: run status: enemy: 5; fitness: 74.1998299316978; player life: 0; enemy life: 10.0; time: 898

RUN: run status: enemy: 5; fitness: 83.43945347071134; player life: 2.8000000000002343; enemy life: 0; time: 935

RUN: run status: enemy: 5; fitness: 38.36536664213831; player life: 0; enemy life: 50.0; time: 761

RUN: run status: enemy: 5; fitness: 84.30985754988488; player life: 11.20000000000023; enemy life: 0; time: 907

RUN: run status: enemy: 5; fitness: 56.43224472101789; player life: 3.4000000000002344; enemy life: 30.0; time: 1000

RUN: run status: enemy: 5; fitness: 56.10837410294775; player life: 0; enemy life: 30.0; time: 984

RUN: run status: enemy: 5; fitness: 47.400129500787166; player life: 0; enemy life: 40.0; time: 735

RUN: run status: enemy: 5; fitness: 74.21894237406381; player life: 0; enemy life: 10.0; time: 881

RUN: run status: enemy: 5; fitness: 11.151994725423638; player life: 0; enemy life: 80.0; time: 942

RUN: run status: enemy: 5; fitness: 56.253587871426625; player life: 0; enemy life: 30.0; time: 851

RUN: run status: enemy: 5; fitness: 65.19096069395702; player life: 0; enemy life: 20.0; time: 906

RUN: run status: enemy: 5; fitness: 47.1498738338545; player life: 0; enemy life: 40.0; time: 944

RUN: run status: enemy: 5; fitness: 38.22577611364238; player life: 0; enemy life: 50.0; time: 875

RUN: run status: enemy: 5; fitness: 47.22007809252775; player life: 0; enemy life: 40.0; time: 880

RUN: run status: enemy: 5; fitness: 74.15305686041462; player life: 0; enemy life: 10.0; time: 941

RUN: run status: enemy: 5; fitness: 47.20205958702507; player life: 0; enemy life: 40.0; time: 896

RUN: run status: enemy: 5; fitness: 47.208778537273815; player life: 0; enemy life: 40.0; time: 890

RUN: run status: enemy: 5; fitness: 56.34842812641027; player life: 0; enemy life: 30.0; time: 774

RUN: run status: enemy: 5; fitness: 74.10431730225213; player life: 0; enemy life: 10.0; time: 988

RUN: run status: enemy: 5; fitness: 38.24889853106324; player life: 0; enemy life: 50.0; time: 855

RUN: run status: enemy: 5; fitness: 56.25594081368865; player life: 0; enemy life: 30.0; time: 849

RUN: run status: enemy: 5; fitness: 85.71897000081012; player life: 22.600000000000243; enemy life: 0; time: 693

RUN: run status: enemy: 5; fitness: 65.14564549774498; player life: 0; enemy life: 20.0; time: 948

RUN: run status: enemy: 5; fitness: 83.57069565974173; player life: 2.8000000000002343; enemy life: 0; time: 820

RUN: run status: enemy: 5; fitness: 85.50012416617349; player life: 21.40000000000024; enemy life: 0; time: 765

RUN: run status: enemy: 5; fitness: 29.316639054233725; player life: 0; enemy life: 60.0; time: 799

RUN: run status: enemy: 5; fitness: 86.40147857583418; player life: 26.800000000000253; enemy life: 0; time: 533

RUN: run status: enemy: 5; fitness: 56.17237076549715; player life: 0; enemy life: 30.0; time: 923

RUN: run status: enemy: 5; fitness: 85.76497518017193; player life: 21.40000000000024; enemy life: 0; time: 587

RUN: run status: enemy: 5; fitness: 84.2642199857577; player life: 10.000000000000231; enemy life: 0; time: 842

RUN: run status: enemy: 5; fitness: 65.23842723119594; player life: 0; enemy life: 20.0; time: 864

RUN: run status: enemy: 5; fitness: 56.194277446583015; player life: 0; enemy life: 30.0; time: 903

RUN: run status: enemy: 5; fitness: 29.23727049306812; player life: 0; enemy life: 60.0; time: 865

RUN: run status: enemy: 5; fitness: 56.134108925116564; player life: 0; enemy life: 30.0; time: 959

RUN: run status: enemy: 5; fitness: 38.2054134191235; player life: 0; enemy life: 50.0; time: 893

